Post Date,Brand Name,Brand Handle,Industry,Campaign Type,Campaign Message,OOH Formats,Location,Caption Summary,Brand Confidence,Industry Confidence
2025-09-08,KFC Arabia,@kfcarabia,Food & Beverage,brand_awareness,The Game Box merges food and gaming for a smart outdoor strategy.,DOOH,UAE,"@kfcarabia is leveling up the #UAE streets with its latest D/OOH campaign! Discover how the Game Box merges food, gaming, and smart #outdoor strategy in our latest article.

Read the full article on o",HIGH,HIGH
2025-09-09,Max Fashion MENA,@maxfashionmena,Retail,brand_awareness,"Promotes trendy, affordable clothing for everyday wear.",billboard,"Dubai, UAE","@maxfashionmena’s #OOH campaign in #Dubai highlights trendy, affordable clothing, making high fashion accessible for everyday wear.

Read the full article on our website 🌍 

#InsiteOOH🪧#MediaTrends #O",HIGH,HIGH
2025-09-03,Nutella Middle East,@nutellamiddleeast,Food & Beverage,seasonal,Back‑to‑School chance‑to‑win promotion.,DOOH,"Dubai, UAE","@nutellamiddleeast has returned with a striking #DOOH across #Dubai, showcasing the chance to win during the ""Back-To-School"" season.

Read the full article on our website 🌍 

#InsiteOOH🪧#MediaTrends ",HIGH,HIGH
2025-09-01,Celine,@celine,Retail,brand_awareness,"Minimalist luxury campaign – one picture, one product, one attitude.",billboard,UAE,"@celine's campaign is proof that contemporary luxury language does not have to be so much. No model. No vanilla notes or oud reference. No QR codes. One picture, one product, one attitude.

Read the f",HIGH,HIGH
2025-09-03,Apple,,Technology,product_launch,"Showcases Apple’s lightweight laptop for commuters, emphasizing style and accessibility.",billboard,UAE,"After a two-month pause, the @istyleme's #billboards are back, placing Apple’s most lightweight laptop in plain view of commuters while making the case for both style and accessibility.

Read the full",HIGH,HIGH
2025-08-29,Carrefour UAE,@carrefouruae,Retail,brand_awareness,"Dual message of motivation and financial support using warm, family‑focused visuals.","screen, lamppost",UAE,"@carrefouruae  campaign effectively conveys a dual message of motivation and tangible financial support. Strategically placed screens and lampposts showcase warm, family-focused visuals.

Read the ful",HIGH,HIGH
2025-09-01,e& UAE,@eanduae,Telecommunications,promotional_sale,Promotes a postpaid data plan for AED 210.,DOOH,UAE,"@eanduae has unveiled its fresh #DOOH promotional campaign across the #UAE, offering postpaid data for only AED 210.

Read the full article on our website 🌍 

#InsiteOOH🪧#MediaTrends #OOHCampaigns
#Ou",HIGH,HIGH
2025-08-29,Emirati Women's Day,,Industry News,event_promotion,Celebrates Emirati women’s contributions and achievements.,,UAE,"On Emirati Women’s Day, we honor the vision, resilience, and brilliance of women shaping the UAE’s future. From H.E. Dr. Aisha bin Bishr leading smart city innovation, to H.E. Sarah Al Amiri advancing",LOW,HIGH
2025-08-29,Virgin Mobile UAE,@virginmobileuae,Telecommunications,brand_awareness,Virgin Mobile returns to outdoor advertising after a pause since Oct 2024.,billboard,UAE,"@virginmobileuae Mobile has returned to the UAE’s outdoor advertising stage with a fresh campaign, marking its first appearance since October 2024. 

Read the full article on our website 🌍 

#InsiteOO",HIGH,HIGH
2025-08-29,e& UAE,@eanduae,Telecommunications,promotional_sale,"Up to 70% off on electronics, data & more for families.",DOOH,"Dubai, UAE","@eanduae lights up Dubai’s streets with a bold D/OOH campaign, offering families up to 70% off on electronics, data & more.

Read the full article on our website 🌍 

#InsiteOOH🪧 #MediaTrends #OOHCampa",HIGH,HIGH
2025-09-04,BHP Carabia,@bhpcarabia,Retail,product_launch,Promoting the Back to School Collection with youthful energy.,billboard,"Dubai, UAE","The @bhpcarabia's #OOH ad bursts with youthful energy, featuring the latest Back to School Collection, which perfectly blends preppy style with practicality.

Read the full article on our website 🌍 

",MEDIUM,HIGH
2025-09-04,OnPlan,@onplanuae,Real Estate,brand_awareness,"One‑stop solution for property ownership, rentals, inspection and maintenance.",billboard,"Dubai, UAE","@onplanuae’s latest #OOH campaign unites everything you need for property ownership, rentals, inspection, and maintenance, all under one trusted umbrella.

Read the full article on our website 🌍 

#In",HIGH,HIGH
2025-09-10,Thumbay University Hospital,@thumbayuniversityhospital,Healthcare,brand_awareness,"""Your Family Hospital"" – building trust and security.",billboard,"Dubai, UAE","""Your Family Hospital."" A clear message from @thumbayuniversityhospital on #billboards is all about establishing trust and security.

Read the full article on our website 🌍 

#InsiteOOH🪧#MediaTrends #",HIGH,HIGH
2025-08-28,Caught Stealing,@caughtstealingmovie,Entertainment & Media,product_launch,"Promoting the new movie ""Caught Stealing"" starring Austin Butler.",billboard,"Dubai, UAE","Dubai streets are now a bit more thrilling, at least in the movies, with a striking orange #billboard showcasing the latest movie, @caughtstealingmovie, starring @austinbutler.

Read the full article ",HIGH,HIGH
2025-09-18,Galaxy Arabia,@galaxyarabia,Food & Beverage,brand_awareness,"""Busy with the sweetest task"" – promoting Galaxy chocolate.",billboard,"Dubai, UAE","@galaxyarabia campaign features a flowing ribbon of rich chocolate, highlighting the message ""Busy with the sweetest task,"" which emphasizes that there’s always time for something sweet.

Read the ful",HIGH,HIGH
2025-09-19,Springfield International,@springfieldinternational,Education,brand_awareness,Affordable international education from Springfield International.,billboard,"Dubai, UAE","Affordable British School in #Dubai, @springfieldinternational, offers international education at an affordable price, now visible across Dubai’s #billboards. 

Read the full article on our website 🌍 ",HIGH,HIGH
2025-08-28,Visit Qatar,@visitqatar,Hospitality & Tourism,brand_awareness,"""Moments Made For You"" – inviting travelers to explore Qatar.",digital,"Dubai, UAE","""@visitqatar” dominating the digital landscape captures attention with its polished imagery and inviting message: “Moments Made For You.""

Read the full article on our website 🌍 

#InsiteOOH🪧#MediaTre",HIGH,HIGH
2025-08-28,McDonald's,@mcdonaldsuae,Food & Beverage,brand_awareness,McDonald's new range displayed on UAE roadsides.,billboard,UAE,"@mcdonaldsuae, the global giant that has made quick-service dining part of daily life everywhere from Dubai to Tokyo, is back on #UAE roadsides with a range you wouldn't want to miss.

Read the full a",HIGH,HIGH
2025-09-05,Virtuzone,@virtuzone,Banking & Finance,product_launch,Taxready.ae offers stress‑free tax compliance for businesses.,billboard,"Dubai, UAE","By combining urgency with reassurance, @virtuzone's Taxready.ae positions itself as the partner businesses can count on for smooth and stress-free tax compliance.

Read the full article on our website",HIGH,HIGH
2025-09-15,Horizon University,@horizonuniversity,Education,brand_awareness,Announcing the new admissions cycle,"billboard, DOOH","Dubai, UAE","@horizonuniversity has launched a prominent #OOH campaign, announcing its new admissions cycle. 

Read the full article on our website 🌍 

#InsiteOOH🪧 #MediaTrends #OOHCampaigns
#OutOfHome #OOH_Emirat",HIGH,HIGH
2025-09-11,Dubai Calendar,@dubai_calendar,Entertainment & Media,event_promotion,Promoting Dubai Calendar with high‑profile music artists on city billboards,billboard,"Dubai, UAE","Since August, Dubai drivers have been met with a lineup that needs no introduction: @martingarrix, @arminvanbuuren, and @steveaoki staring down from @dubai_calendar's  #billboards across the city. 

R",HIGH,HIGH
2025-09-01,Kinder Arabia,@kinderarabia,Food & Beverage,brand_awareness,"Seasonal push for Kinder chocolate with the tagline “Sounds great, tastes even better.”","billboard, street signage",UAE,"“Sounds great, tastes even better.” Few taglines land as effortlessly as @kinderarabia’s, and this season, their chocolate empire is making itself impossible to miss on the #UAE streets.

Read the ful",HIGH,HIGH
2025-08-21,HRE Development,@hredevelopment,Real Estate,project_promotion,Highlighting the upcoming Skyhills Astra project as a future landmark,DOOH,UAE,"@hredevelopment's successful campaign strikes the #UAE's #DOOH, highlighting its project ""Skyhills Astra"" as a future landmark.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
",HIGH,HIGH
2025-08-27,Watch and Jewellery Show,@watchandjewelleryshow,Retail,event_promotion,Teasing a five‑day jewellery pampering event at Expo Centre Sharjah with a chance to win an Audi A3,billboard,"Sharjah, UAE","On a high-gloss black-and-white backdrop, @watchandjewelleryshow's #billboard teases with five days of pampering at @expocentreshj, with everything on offer from stunning jewellery to a possibility to",HIGH,HIGH
2025-08-21,Geely UAE,@geely.uae,Automotive,seasonal_brand_awareness,Hot summer billboard campaign to boost Geely’s visibility across the UAE,billboard,UAE,"@geely.uae accelerates visibility with a hot summer campaign across the #UAE #billboards.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2025-08-26,Omniyat,@omniyatofficial,Real Estate,brand_awareness,Vela Viento campaign positioning the development as luxury living inspired by yachts and ocean blues,"billboard, DOOH","Dubai, UAE","Set against deep ocean blues and anchored by imagery of sleek yachts and sculptural towers, @omniyatofficial's Vela Viento campaign balances lifestyle aspiration with architectural grandeur, turning e",HIGH,HIGH
2025-08-20,Panhome UAE,@panhomeuae,Real Estate,brand_awareness,Bold new billboard campaign redefining home living across the UAE,billboard,UAE,"@panhomeuae’s #billboards prove that design can truly do more through a bold new campaign, redefining home living across the #UAE.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH ",HIGH,HIGH
2025-08-25,Insite OOH,@insiteooh_ae,Industry News,industry_news,,,"Dubai, UAE",,MEDIUM,HIGH
2025-08-22,Sephora Middle East,@sephoramiddleeast,Beauty & Personal Care,brand_awareness,Launch of a multi‑pronged D/OOH campaign for Sephora Middle East,DOOH,UAE,"@sephoramiddleeast's newest D/OOH campaign can be described as a multi-pronged strategy.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2025-08-27,Taraf Holding,@tarafholding,Real Estate,brand_awareness,"Promoting exclusive luxury villas and an exceptional lifestyle under the tagline “Exclusive Properties, Exceptional Lifestyles.”",DOOH,"Dubai, UAE","@tarafholding lights up #Dubai’s digital screens with a sleek #DOOH campaign, showcasing luxury villas and refined lifestyles under the tagline: “Exclusive Properties, Exceptional Lifestyles.”

Read t",HIGH,HIGH
2025-08-27,Prypcoblocks,@prypcoblocks,Real Estate,promotional_sale,"Real‑estate investment opportunities starting from just AED 2,000.",billboard,"Dubai, UAE","@prypcoblocks is turning heads across the #UAE with bold #billboards that make real estate investing possible from just AED 2,000.

Read the full article on our website 🌍 

#InsiteOOH🪧#MediaTrends #OO",HIGH,HIGH
2025-08-27,Amit Care,@amitcareofficial,Retail,partnership,Positioning Amit Care as the bridge between everyday needs and world‑class technology brands such as Garmin and Jimmy.,billboard,"Dubai, UAE",The latest #outdoor campaign by @amitcareofficial highlights its role as a destination where everyday needs meet world-class brands. From fitness enthusiasts looking to track performance with @garmina,MEDIUM,MEDIUM
2025-08-25,Object1 UAE,@object1.uae,Real Estate,brand_awareness,"Introducing Object1, a TSZ‑backed real‑estate developer, to the Dubai market with a bold yet serene message.",billboard,"Dubai, UAE","Backed by TSZ Group, the real estate developer with over a decade of experience across #Europe and the #UAE, @object1.uae steps into the city’s advertising scene with a message that feels both bold an",HIGH,HIGH
2025-09-15,BMW Middle East,@bmwmiddleeast,Automotive,brand_awareness,Turning UAE highways into luxury galleries that highlight individuality and distinction.,billboard,"Dubai, UAE","@bmwmiddleeast is turning the #UAE highways into galleries of luxury with a bold new #billboard campaign, spotlighting individuality and distinction.

Read the full article on our website 🌍 

#InsiteO",HIGH,HIGH
2025-09-02,Novotel Residences JVT,@novotelresidencesjvt,Hospitality & Tourism,partnership,"A clean, minimalistic digital campaign using multiple billboards to engage drivers and pedestrians.",billboard,"Dubai, UAE","The @blanco_thornton @novotelresidencesjvt collaboration digital campaign employs a clean, minimalistic design approach, using multiple #billboard executions to capture both drivers and pedestrians.

",HIGH,HIGH
2025-08-15,e& UAE,@eanduae,Telecommunications,product_launch,"Promoting Samsung Galaxy Z Fold7 and Z Flip7 with AI‑driven, stylish, data‑rich messaging.",DOOH,"Dubai, UAE","@eanduae lights up the city with a bold new D/OOH campaign for the @samsunggulf Galaxy Z Fold7 and Z Flip7, powered by AI, style, innovation, and unlimited data in one sleek package.

Read the full ar",HIGH,HIGH
2025-08-18,du,@du,Telecommunications,brand_awareness,Highlighting digital safety through an outdoor campaign.,billboard,"Dubai, UAE","@du’s latest #outdoor campaign turns the spotlight on digital safety.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",HIGH,HIGH
2025-10-10,Anax Developments,@anax_developments,Real Estate,brand_awareness,Showcasing ELLE Residences as a coastal‑sophisticated lifestyle offering on Dubai billboards.,billboard,"Dubai, UAE","@anax_developments Brings Coastal Sophistication to Dubai’s Billboards with ELLE Residences

Read the full article on our website 🌍 

#InsiteOOH🪧#MediaTrends #OOHCampaigns
#OutOfHome #OOH_Emirates 🇦🇪 ",HIGH,HIGH
2025-08-15,Emirates,@emirates,Hospitality & Tourism,brand_awareness,Using deep‑red backgrounds and strategic text on high‑traffic digital screens to reinforce the Emirates brand.,DOOH,"Dubai, UAE","@emirates' new campaign effectively uses expressive visuals with a deep red background, extended text strategically positioned on digital screens in Dubai's high-traffic routes.

Read the full article",HIGH,HIGH
2025-08-19,Amwaj Development,@amwaj.development,Real Estate,brand_awareness,Showcasing the houses themselves as the main visual focus.,billboard,"Dubai, UAE","In not overwhelming the visuals, @amwaj.development leaves the product itself (the houses) in the limelight.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2025-08-14,Oasis Malls Dubai,@oasismallsdubai,Retail,promotional_sale,Using reward and urgency cues to drive shoppers to the mall.,"billboard, DOOH","Dubai, UAE","Psychologically, the campaign appeals to two powerful drivers: reward and urgency. The visual volume of the automobiles evokes the luxury of the reward, but the shopping bag icon grounds back into the",HIGH,HIGH
2025-08-18,Omega,@omega,Retail,partnership,Celebrating the long‑term partnership with ambassador Marisa A. Bela.,billboard,"Dubai, UAE","@omega's new massive #outdoor campaign focuses on @marisaabela_ enduring partnership with OMEGA, highlighting her as the brand's longest-serving ambassador, celebrating timeless fashion and style.

Re",HIGH,HIGH
2025-08-15,LMD Real Estate UAE,@lmdrealestateuae,Real Estate,expansion,Extending the developer’s presence from Egypt into the UAE market.,DOOH,"Dubai, UAE","From Cairo to Dubai, @lmdrealestateuae’s D/OOH story continues to redefine skylines. With the same unstoppable force that set new benchmarks in Egypt, the real estate developer is now making a bold en",HIGH,HIGH
2025-08-15,Skechers,@skechersconnect,Retail,seasonal,Back‑to‑school push for children’s footwear.,billboard,"Dubai, UAE","@skechersconnect, a favorite brand when it comes to buying children's footwear is enhancing the back-to-school period.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tun",HIGH,HIGH
2025-08-11,Centrepoint,@centrepointme,Retail,seasonal,Vibrant D/OOH campaign for the Class of 2025 back‑to‑school season.,DOOH,"Dubai, UAE","New year, new gear! @centrepointme is lighting up the streets of #Dubai and #Sharjah with a vibrant D/OOH campaign just in time for the Class of 2025. From colorful backpacks to fresh uniforms, the ba",HIGH,HIGH
2025-08-08,Mitsubishi,@mitsubishi.uae,Automotive,promotional_sale,"Highlighting 5‑star perks, bold designs and unbeatable deals across the UAE.",billboard,UAE,"@mitsubishi.uae’s latest billboard campaign is stealing the spotlight across the UAE with 5-star perks, bold designs, and unbeatable deals.

Read the Full article on our website 🌍 

#InsiteOOH 
#Emira",HIGH,HIGH
2025-08-13,Emirates NBD,@emiratesnbd_ae,Banking & Finance,product_launch,High‑profile outdoor push to promote the DirectRemit service.,billboard,"Dubai, UAE","@emiratesnbd_ae has embarked on an ambitious and high-profile #outdoor campaign to publicise its DirectRemit offering. 

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tu",HIGH,HIGH
2025-08-19,Fakhruddin Properties,@fakhruddin.properties,Real Estate,brand_awareness,Strengthening the developer’s presence in Dubai with a new OOH campaign.,billboard,"Dubai, UAE","@fakhruddin.properties strengthens its real estate presence in #Dubai with a new #OOH campaign.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2025-08-11,Almarai,@almarai,Food & Beverage,product_launch,Promoting Mango Juice with the ‘Your Natural Choice’ slogan via digital screens.,DOOH,"Dubai, UAE","@almarai screens gently drew attention, displaying a single chilled bottle of Mango Juice accompanied by ripe mangoes, emphasizing the slogan “Your Natural Choice.”

Read the full article on our websi",HIGH,HIGH
2025-08-12,LC Waikiki,@lcwaikikigcc,Retail,seasonal,Promotes inclusive fashion for the new academic year with the slogan “Everyone deserves to dress well.”,billboard,"Dubai, UAE","@lcwaikikigcc's new #OOH campaign welcomes the new academic year, prominently featuring the brand's powerful slogan, ""Everyone deserves to dress well.""

Read the full article on our website 🌍 

#Insit",HIGH,HIGH
2025-08-19,Meraas,@meraasdubai,Real Estate,brand_awareness,Strengthens Meraas’ lifestyle‑curator positioning through a campaign for City Walk Crestlane.,billboard,"Dubai, UAE","@meraasdubai continues to strengthen its positioning as a lifestyle curator with its latest campaign for City Walk Crestlane.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#S",HIGH,HIGH
2025-08-08,Noon,@noon_uae,Retail,brand_awareness,Highlights Noon’s bold creative (die‑cut designs) and ultra‑fast delivery service across the UAE.,billboard,"Dubai, UAE","From bold die cuts to blazing-fast deliveries, @noon_uae’s latest #billboards are taking over the UAE!

Read the Full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2025-08-12,Nothing Arabia,@nothingarabia,Technology,partnership,"Launch of the new Nothing Phone 3 on Dubai billboards, in partnership with Noon.",billboard,"Dubai, UAE","@nothingarabia (R) takes over #Dubai’s #billboards with the sleek new Phone (3), in collaboration with @noon_uae. A bold design, a transparent finish, and a “shop now” call-to-action that makes futuri",HIGH,HIGH
2025-08-13,Dugasta Properties,@dugastaproperties,Real Estate,brand_awareness,"Promotes a ten‑year guaranteed return investment offering, featuring star power of Sood.",billboard,"Dubai, UAE","@dugastaproperties' design is deliberately simplified so that the key selling point (ten-year guaranteed return) is up front and not buried in a lot of extraneous information, along with the star powe",HIGH,HIGH
2025-08-06,KFC Arabia,@kfcarabia,Food & Beverage,promotional_sale,Advertises a special 19 AED meal deal with striking visual messaging.,billboard,"Dubai, UAE","The giant @kfcarabia masterfully elevates its offering beyond a simple bucket of chicken. The visually striking message leaps out as a feast worthy alongside the enticing, unmissable 19 AED. 

Read th",HIGH,HIGH
2025-08-01,Gold Apple,@goldapple_me,Beauty & Personal Care,partnership,Introduces myBlend’s advanced skincare line via a hoarding campaign with Gold Apple.,hoarding,"Dubai, UAE","An #OOH by the renowned Russian beauty retailer @goldapple_me and the innovative skincare brand @myblend. The campaign, utilizing eye-catching hoarding, aims to capture the attention of consumers and ",HIGH,HIGH
2025-08-07,McDonald's,@mcdonaldsuae,Food & Beverage,promotional_sale,"Promotes the “Everyday Delights” value menu, emphasizing affordable meals across major highways.","billboard, highway signage, outdoor","Dubai, UAE","@mcdonaldsuae #OOH campaign promotes ""Everyday Delights"" to enjoy meals without straining their budgets along multi-lane roads across the #Emirates, utilizing several #outdoor formats.

Read the full ",HIGH,HIGH
2025-08-07,Samsung Gulf,@samsunggulf,Technology,partnership,Joint product launch showcasing Samsung’s design and du’s connectivity on a minimalist billboard.,billboard,"Dubai, UAE","With its minimalist look, spatial harmony, and benefit-based terminology, this campaign makes product launch a shared brand moment. @samsunggulf gives the design; @du gives the use — and the #billboar",HIGH,HIGH
2025-08-07,Talabat,@talabatuae,Food & Beverage,brand_awareness,"Encourages ordering as people return to routine, emphasizing timely delivery and tone.",billboard,"Dubai, UAE","Whether you're back to your desk, back to routine, or just back to the awareness you haven't eaten yet, @talabatuae's campaign strikes on both time and tone. 

Read the full article on our website 🌍 
",HIGH,HIGH
2025-08-14,RN Barabia,@rnbarabia,Retail,seasonal,Dynamic digital screens showcase seasonal shopping offers and vibrant visuals for the fashion retailer.,DOOH,"Dubai, UAE","@rnbarabia's dynamic screens demonstrate the popular fashion retailer's grasp of seasonal shopping needs. Using a combination of vibrant visuals, enticing offers, and video looping.

Read the full art",MEDIUM,HIGH
2025-07-28,Ajman University,@ajmanuniversity,Education,event_promotion,Promotes the Be Career Day event across Sharjah and Ajman to attract prospective students.,billboard,"Sharjah, UAE","@ajmanuniversity is turning heads across Sharjah and Ajman with a powerful new #OOH campaign for Be Career Day! 

Read the Full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2025-07-30,Snickers Arabia,@snickersarabia,Food & Beverage,brand_awareness,Uses humor about hunger‑induced irritability on hoarding billboards to reinforce the Snickers brand.,billboard,"Dubai, UAE","@snickersarabia has launched an #OOH campaign across Dubai, utilizing hoarding OOH format to reinforce its humorous take on hunger-induced irritability.

Read the Full article on our website 🌍 

#Insi",HIGH,HIGH
2025-07-25,Skyview Development,@skyviewdevelopment,Real Estate,brand_awareness,"Highlights the developer’s vision – “Building Today, Elevating Tomorrow” – through a city‑wide OOH campaign.",billboard,"Dubai, UAE","@skyviewdevelopment Takes Dubai to New Heights with “Building Today, Elevating Tomorrow” #OOH Campaign

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2025-08-19,Home Centre Stores,@homecentrestores,Retail,seasonal,Monochrome Summer billboard series showcases elegant home‑furnishing concepts across the UAE.,billboard,UAE,"Monochrome Summer’s #billboards by @homecentrestores are redefining elegance across the #UAE.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned
#ThinkDOOH",MEDIUM,HIGH
2025-08-05,Garnier Arabia,@garnierarabia,Beauty & Personal Care,product_launch,"Launches the new invisible pimple patches, promoted on OOH screens and linked to exclusive sales on Noon.",billboard,"Dubai, UAE","@garnierarabia makes its big #OOH debut across #Dubai with a bold campaign for its new invisible pimple patches, now available exclusively through @noon_uae.

Read the full article on our website 🌍 

",HIGH,HIGH
2025-07-25,Huawei Mobile,@huaweimobile,Technology,product_launch,Massive Sheikh Zayed Road takeover advertises the new Pura80 Ultra flagship smartphone.,billboard,"Dubai, UAE","@huaweimobile has taken over Sheikh Zayed Road once again with a massive new campaign for its latest flagship, the Pura80 Ultra.
first 70: Huawei has taken over Sheikh Zayed Road once again with a mas",HIGH,HIGH
2025-07-24,GetTickit,@gettickit,Entertainment & Media,brand_awareness,Emphasises that effective OOH reaches the right high‑spending audience.,DOOH,UAE,"It's not just a matter of being seen—it's a matter of being seen by the right type of spender. And in that sense, the campaign has gotten its audience homework done.

Read the full article on our webs",MEDIUM,MEDIUM
2025-07-18,Saas Properties,@saasproperties,Real Estate,promotional_sale,"White highway hoardings invite viewers to “Own Your Masterpiece Today,” promoting property sales.",billboard,"Dubai, UAE","@saasproperties commands eyes through white hoardings spotted on Dubai’s highways, promising ""Own Your Masterpiece Today.""

Read the Full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_",MEDIUM,HIGH
2025-07-24,Emaar Dubai,@emaardubai,Hospitality & Tourism,product_launch,Showcases the new Grand Polo Club & Resort with a sophisticated outdoor OOH campaign across the UAE.,billboard,UAE,"@emaardubai latest venture, the Grand Polo Club & Resort, races through #UAE roads with a new sophisticated and inspiring outdoor campaign. T

Read the full article on our website 🌍 

#InsiteOOH 
#Emi",HIGH,HIGH
2025-07-21,EWC,@ewc_en,Entertainment & Media,event_promotion,"Promoting Riyadh as ""The World's Destination"" for esports enthusiasts this summer.","billboard, digital",UAE,"The @ewc_en launches a bold #outdoor campaign across the #UAE, promoting Riyadh as ""The World's Destination"" for esports enthusiasts this summer.

Read the full article on our website 🌍 

#InsiteOOH 🪧",MEDIUM,HIGH
2025-08-11,Imtiaz Developments,@imtiazdevelopments,Real Estate,product_launch,Bold billboards showcasing Wynwood Residence on Dubai Islands.,billboard,"Dubai, UAE","@imtiazdevelopments’ Bold #Billboards Turn Heads with Wynwood Residence on Dubai Islands.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2025-07-24,effective.agency,@effective.agency,Industry News,industry_news,First D/OOH campaign debut for the branding & digital agency in the UAE.,DOOH,UAE,"@effective.agency Branding & Digital Agency makes a bold debut in the #UAE with its first D/OOH campaign! 

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2025-07-22,Royal Furniture ME,@royalfurnitureme,Retail,promotional_sale,Summer discounts highlighting the allure of living spaces.,billboard,"Dubai, UAE","@royalfurnitureme announces summer discounts, showcasing allure of their living spaces.

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2025-07-23,Samsung Gulf,@samsunggulf,Technology,product_launch,Bold OOH campaign spotlighting the upcoming Galaxy Z Fold 7 and Z Flip 7.,"DOOH, billboard",UAE,"@samsunggulf is making its presence hard to miss with a bold new #OOH campaign across the #UAE, this time spotlighting the upcoming Galaxy Z Fold 7 and Z Flip 7.

Read the full article on our website ",HIGH,HIGH
2025-07-21,Nissan DXB,@nissandxb,Automotive,product_launch,Promotion of the all‑new Patrol 2026 on Dubai’s OOH scene.,"billboard, digital","Dubai, UAE","@nissandxb promotes the all new Patrol 2026 on #Dubai's #OOH scene. 

Read the full article on our website 🌍 

#InsiteOOH 🪧
#Emirates_OOH 🇦🇪
#Stay_Tuned",HIGH,HIGH
2025-07-18,Mereed,@mered.ae,Real Estate,product_launch,"Fresh campaign for ICONIC Residences, a luxury project designed with Pininfarina.",billboard,UAE,"@mered.ae is back on the UAE’s outdoor advertising circuit with a fresh campaign for ICONIC Residences, their luxury project designed in collaboration with the legendary Italian design house Pininfari",MEDIUM,HIGH
2025-07-14,du,@du,Telecommunications,promotional_sale,"Up to 50 % off Power Plans for 6 months, highlighted on big screens across Dubai.",DOOH,"Dubai, UAE","Big screens, bigger savings! @du is lighting up #Dubai with a fresh D/OOH campaign offering up to 50% off Power Plans for 6 months. Now that’s a connection worth talking about!

Read the full article ",HIGH,HIGH
2025-07-17,Vox Cinemas,@voxcinemas,Entertainment & Media,event_promotion,Superman-themed OOH campaign promoting the superhero’s return to the big screen at Vox Cinemas.,billboard,"Dubai, UAE","Superman is back, making his presence felt across #Dubai streets in a new #OOH campaign promoting the iconic superhero's return to the big screen at @voxcinemas.

Read the full article on our website ",HIGH,HIGH
2025-07-15,Dubai Summer Surprises,,Hospitality & Tourism,seasonal,City‑wide OOH campaign for the annual Dubai Summer Surprises retail and entertainment festival.,billboard,UAE,"Dubai Summer Surprises (DSS), the city’s yearly retail and entertainment festival, has rolled out a new #OOH campaign across the UAE.

Read the full article on our website 🌍 

#InsiteOOH 
#Emirates_OO",HIGH,HIGH
2025-07-14,GFS Developments,@gfsdevelopments,Real Estate,partnership,Strategic partnership between GFS Developments and AX Capital marking a milestone in real estate and investment.,,"Dubai, UAE","A strategic partnership in 2025 between @gfsdevelopments and @axcapital.uae, marking a significant milestone in the real estate and investment sectors.

Read the full article on our website 🌍 

#Insit",HIGH,HIGH
2025-07-16,Range Rover,@rangerover,Automotive,brand_awareness,Celebrating 55 years of automotive quality with a special OOH campaign.,billboard,"Dubai, UAE","Observing more than 55 years of automotive quality, @rangerover has developed a special (OOH) campaign to commemorate the 55-year anniversary 

Read the full article on our website 🌍 

#InsiteOOH 
#Em",HIGH,HIGH
2025-07-16,Etisalat,@eanduae,Telecommunications,promotional_sale,Promoting the 'Freedom Bundles' plan across Dubai and Sharjah.,billboard,"Dubai, UAE","@eanduae Etisalat launches an impactful #OOH campaign for its 'Freedom Bundles' across Dubai and Sharjah, enhancing connectivity awareness since July 2025.

Read the full article on our website 🌍 

#I",HIGH,HIGH
